layout,name,availability_stage,occupied,active,Date
studio,H25-3101,9,True,1,2024-10-01
studio,H25-3201,9,True,1,2024-10-01
studio,H25-3301,9,True,1,2024-10-01
studio,H25-3701,9,True,1,2024-10-01
studio,H25-3901,9,True,1,2024-10-01
studio,H25-4001,9,True,1,2024-10-01
studio,H25-4101,9,True,1,2024-10-01
studio,H25-0401,9,True,1,2024-10-01
studio,H25-0701,9,True,1,2024-10-01
studio,H25-0801,9,True,1,2024-10-01
studio,H25-1101,9,True,1,2024-10-01
studio,H25-1201,9,True,1,2024-10-01
studio,H25-1601,9,True,1,2024-10-01
studio,H25-1701,9,True,1,2024-10-01
studio,H25-1901,9,True,1,2024-10-01
studio,H25-2201,9,True,1,2024-10-01
studio,H25-3001,9,True,1,2024-10-01
studio,H25-4401,9,True,1,2024-10-01
studio,H25-4501,9,True,1,2024-10-01
studio,H25-4601,9,True,1,2024-10-01
studio,H25-4701,9,True,1,2024-10-01
studio,H25-5101,9,True,1,2024-10-01
studio,H25-5201,9,True,1,2024-10-01
studio,H25-0403,9,True,1,2024-10-01
studio,H25-0503,9,True,1,2024-10-01
studio,H25-1503,9,True,1,2024-10-01
studio,H25-1603,9,True,1,2024-10-01
studio,H25-1703,9,True,1,2024-10-01
studio,H25-1803,9,True,1,2024-10-01
studio,H25-2003,9,True,1,2024-10-01
studio,H25-2303,9,True,1,2024-10-01
studio,H25-1403,9,True,1,2024-10-01
studio,H25-3516,9,True,1,2024-10-01
studio,H25-4016,9,True,1,2024-10-01
1br,H25-1802,9,True,1,2024-10-01
2br,H25-1807,9,True,1,2024-10-01
2br,H25-2414,9,True,1,2024-10-01
1br,H25-2813,9,True,1,2024-10-01
2br,H25-5403,9,True,1,2024-10-01
studio,H25-0501,9,True,1,2024-10-01
studio,H25-1501,9,True,1,2024-10-01
1br,H25-3912,0,False,1,2024-10-01
1br,H25-3117,9,True,1,2024-10-01
1br,H25-3617,9,True,1,2024-10-01
1br,H25-4517,0,False,1,2024-10-01
1br,H25-5517,0,False,1,2024-10-01
1br,H25-2013,9,True,1,2024-10-01
1br,H25-2102,9,True,1,2024-10-01
1br,H25-1413,9,True,1,2024-10-01
1br,H25-1613,9,True,1,2024-10-01
1br,H25-1713,9,True,1,2024-10-01
1br,H25-1813,9,True,1,2024-10-01
2br,H25-3903,9,True,1,2024-10-01
studio,H25-2111,9,True,1,2024-10-01
studio,H25-2010,9,True,1,2024-10-01
studio,H25-0604,9,True,1,2024-10-01
studio,H25-1004,9,True,1,2024-10-01
studio,H25-1104,9,True,1,2024-10-01
studio,H25-1704,9,True,1,2024-10-01
studio,H25-1904,9,True,1,2024-10-01
studio,H25-2004,9,True,1,2024-10-01
studio,H25-2104,9,True,1,2024-10-01
studio,H25-2204,9,True,1,2024-10-01
studio,H25-2504,9,True,1,2024-10-01
studio,H25-3204,9,True,1,2024-10-01
studio,H25-0603,9,True,1,2024-10-01
studio,H25-0703,9,True,1,2024-10-01
studio,H25-0803,9,True,1,2024-10-01
studio,H25-2403,9,True,1,2024-10-01
studio,H25-2503,9,True,1,2024-10-01
studio,H25-2603,9,True,1,2024-10-01
1br,H25-3317,9,True,1,2024-10-01
1br,H25-4702,9,True,1,2024-10-01
1br,H25-4802,9,True,1,2024-10-01
1br,H25-4503,9,True,1,2024-10-01
1br,H25-5203,9,True,1,2024-10-01
1br,H25-5103,9,True,1,2024-10-01
2br,H25-0707,9,True,1,2024-10-01
studio,H25-4202,9,True,1,2024-10-01
studio,H25-5616,9,True,1,2024-10-01
studio,H25-4516,9,True,1,2024-10-01
studio,H25-5413,9,True,1,2024-10-01
1br,H25-3212,9,True,1,2024-10-01
1br,H25-3812,1,True,1,2024-10-01
1br,H25-4817,1,True,1,2024-10-01
1br,H25-1405,9,True,1,2024-10-01
1br,H25-1505,9,True,1,2024-10-01
1br,H25-1805,9,True,1,2024-10-01
1br,H25-1905,9,True,1,2024-10-01
1br,H25-2205,9,True,1,2024-10-01
1br,H25-2005,9,True,1,2024-10-01
1br,H25-2115,9,True,1,2024-10-01
1br,H25-2515,9,True,1,2024-10-01
1br,H25-2815,9,True,1,2024-10-01
1br,H25-2915,9,True,1,2024-10-01
1br,H25-3015,9,True,1,2024-10-01
1br,H25-3009,9,True,1,2024-10-01
1br,H25-0608,9,True,1,2024-10-01
1br,H25-0708,9,True,1,2024-10-01
1br,H25-0808,9,True,1,2024-10-01
2br,H25-5218,9,True,1,2024-10-01
2br,H25-3002,0,False,1,2024-10-01
2br,H25-1214,9,True,1,2024-10-01
2br,H25-1414,9,True,1,2024-10-01
2br,H25-2114,9,True,1,2024-10-01
2br,H25-2214,9,True,1,2024-10-01
2br,H25-5115,9,True,1,2024-10-01
2br,H25-5415,9,True,1,2024-10-01
2br,H25-5515,1,True,1,2024-10-01
2br,H25-3211,1,True,1,2024-10-01
2br,H25-3311,9,True,1,2024-10-01
2br,H25-3611,9,True,1,2024-10-01
2br,H25-3711,9,True,1,2024-10-01
2br,H25-3811,9,True,1,2024-10-01
2br,H25-4111,9,True,1,2024-10-01
2br,H25-3103,9,True,1,2024-10-01
2br,H25-3203,9,True,1,2024-10-01
2br,H25-3303,9,True,1,2024-10-01
3br,H25-2308,9,True,1,2024-10-01
studio,H25-4113,0,False,1,2024-10-01
studio,H25-4313,9,True,1,2024-10-01
studio,H25-4613,9,True,1,2024-10-01
studio,H25-5004,9,True,1,2024-10-01
studio,H25-5204,9,True,1,2024-10-01
studio,H25-2203,9,True,1,2024-10-01
1br,H25-3312,9,True,1,2024-10-01
2br,H25-2618,9,True,1,2024-10-01
2br,H25-3318,9,True,1,2024-10-01
2br,H25-3406,9,True,1,2024-10-01
1br,H25-4917,9,True,1,2024-10-01
2br,H25-3118,9,True,1,2024-10-01
2br,H25-4615,9,True,1,2024-10-01
2br,H25-4715,9,True,1,2024-10-01
1br,H25-4617,9,True,1,2024-10-01
1br,H25-4803,9,True,1,2024-10-01
2br,H25-4605,9,True,1,2024-10-01
2br,H25-4106,9,True,1,2024-10-01
2br,H25-4006,9,True,1,2024-10-01
studio,H25-4116,9,True,1,2024-10-01
studio,H25-5416,9,True,1,2024-10-01
studio,H25-5213,9,True,1,2024-10-01
1br,H25-3412,9,True,1,2024-10-01
1br,H25-3612,9,True,1,2024-10-01
1br,H25-1212,9,True,1,2024-10-01
studio,H25-5619,9,True,1,2024-10-01
1br,H25-2912,9,True,1,2024-10-01
1br,H25-4112,1,True,1,2024-10-01
1br,H25-2917,9,True,1,2024-10-01
1br,H25-2617,9,True,1,2024-10-01
1br,H25-3417,9,True,1,2024-10-01
1br,H25-4612,9,True,1,2024-10-01
1br,H25-4417,1,True,1,2024-10-01
1br,H25-1605,9,True,1,2024-10-01
1br,H25-1705,9,True,1,2024-10-01
1br,H25-2105,9,True,1,2024-10-01
1br,H25-5012,9,True,1,2024-10-01
1br,H25-5112,9,True,1,2024-10-01
1br,H25-5212,0,False,1,2024-10-01
1br,H25-2316,9,True,1,2024-10-01
1br,H25-2616,9,True,1,2024-10-01
1br,H25-0705,9,True,1,2024-10-01
1br,H25-0805,9,True,1,2024-10-01
1br,H25-2305,9,True,1,2024-10-01
1br,H25-2505,9,True,1,2024-10-01
1br,H25-1715,9,True,1,2024-10-01
1br,H25-2415,9,True,1,2024-10-01
1br,H25-2315,1,True,1,2024-10-01
1br,H25-1005,9,True,1,2024-10-01
1br,H25-3005,9,True,1,2024-10-01
1br,H25-2016,9,True,1,2024-10-01
1br,H25-2716,9,True,1,2024-10-01
1br,H25-1716,9,True,1,2024-10-01
1br,H25-1205,9,True,1,2024-10-01
1br,H25-5202,9,True,1,2024-10-01
1br,H25-0402,9,True,1,2024-10-01
1br,H25-2302,9,True,1,2024-10-01
1br,H25-1815,9,True,1,2024-10-01
1br,H25-4902,9,True,1,2024-10-01
1br,H25-5002,9,True,1,2024-10-01
1br,H25-0502,9,True,1,2024-10-01
1br,H25-4403,9,True,1,2024-10-01
1br,H25-4603,9,True,1,2024-10-01
1br,H25-2615,0,False,1,2024-10-01
1br,H25-2715,9,True,1,2024-10-01
2br,H25-3718,9,True,1,2024-10-01
2br,H25-1818,9,True,1,2024-10-01
2br,H25-2518,9,True,1,2024-10-01
1br,H25-3011,9,True,1,2024-10-01
2br,H25-4318,1,True,1,2024-10-01
1br,H25-2309,9,True,1,2024-10-01
1br,H25-2209,9,True,1,2024-10-01
1br,H25-2609,9,True,1,2024-10-01
1br,H25-0508,9,True,1,2024-10-01
1br,H25-2809,9,True,1,2024-10-01
1br,H25-2909,9,True,1,2024-10-01
2br,H25-3018,9,True,1,2024-10-01
2br,H25-4103,1,False,1,2024-10-01
2br,H25-4303,0,False,1,2024-10-01
2br,H25-3109,9,True,1,2024-10-01
2br,H25-3818,9,True,1,2024-10-01
2br,H25-1114,9,True,1,2024-10-01
2br,H25-1107,9,True,1,2024-10-01
2br,H25-1407,9,True,1,2024-10-01
2br,H25-1507,9,True,1,2024-10-01
2br,H25-5518,9,True,1,2024-10-01
2br,H25-4609,1,True,1,2024-10-01
2br,H25-4709,9,True,1,2024-10-01
3br,H25-1108,9,True,1,2024-10-01
2br,H25-5118,9,True,1,2024-10-01
2br,H25-5618,9,True,1,2024-10-01
2br,H25-4918,9,True,1,2024-10-01
2br,H25-1714,9,True,1,2024-10-01
2br,H25-2014,9,True,1,2024-10-01
2br,H25-2714,1,True,1,2024-10-01
2br,H25-3506,9,True,1,2024-10-01
2br,H25-4815,9,True,1,2024-10-01
3br,H25-1208,0,False,1,2024-10-01
3br,H25-1408,9,True,1,2024-10-01
2br,H25-4411,9,True,1,2024-10-01
2br,H25-4611,9,True,1,2024-10-01
2br,H25-3411,9,True,1,2024-10-01
2br,H25-4011,9,True,1,2024-10-01
2br,H25-3115,1,False,1,2024-10-01
2br,H25-3315,9,True,1,2024-10-01
2br,H25-4811,9,True,1,2024-10-01
2br,H25-3111,9,True,1,2024-10-01
2br,H25-4009,1,False,1,2024-10-01
2br,H25-4314,9,True,1,2024-10-01
2br,H25-5311,9,True,1,2024-10-01
2br,H25-5411,0,False,1,2024-10-01
3br,H25-4614,9,True,1,2024-10-01
3br,H25-4714,9,True,1,2024-10-01
studio,H25-3502,9,True,1,2024-10-01
3br,H25-4814,9,True,1,2024-10-01
3br,H25-5214,9,True,1,2024-10-01
3br,H25-5114,9,True,1,2024-10-01
3br,H25-2208,9,True,1,2024-10-01
studio,H25-3602,9,True,1,2024-10-01
3br,H25-1708,9,True,1,2024-10-01
3br,H25-1908,9,True,1,2024-10-01
3br,H25-2008,9,True,1,2024-10-01
3br,H25-2108,9,True,1,2024-10-01
3br,H25-5314,9,True,1,2024-10-01
3br,H25-5414,9,True,1,2024-10-01
studio,H25-4102,1,True,1,2024-10-01
3br,H25-2508,9,True,1,2024-10-01
3br,H25-2608,9,True,1,2024-10-01
studio,H25-3402,9,True,1,2024-10-01
studio,H25-1606,9,True,1,2024-10-01
studio,H25-1906,9,True,1,2024-10-01
studio,H25-1506,9,True,1,2024-10-01
studio,H25-2106,9,True,1,2024-10-01
studio,H25-2206,9,True,1,2024-10-01
studio,H25-1806,9,True,1,2024-10-01
studio,H25-2406,9,True,1,2024-10-01
studio,H25-2806,9,True,1,2024-10-01
studio,H25-3716,9,True,1,2024-10-01
studio,H25-3216,9,True,1,2024-10-01
studio,H25-3816,9,True,1,2024-10-01
studio,H25-3113,9,True,1,2024-10-01
studio,H25-3413,9,True,1,2024-10-01
studio,H25-3713,9,True,1,2024-10-01
studio,H25-3913,1,True,1,2024-10-01
studio,H25-3813,9,True,1,2024-10-01
studio,H25-4813,9,True,1,2024-10-01
studio,H25-1804,9,True,1,2024-10-01
studio,H25-1711,9,True,1,2024-10-01
studio,H25-2611,9,True,1,2024-10-01
studio,H25-1011,9,True,1,2024-10-01
studio,H25-2211,9,True,1,2024-10-01
studio,H25-2511,9,True,1,2024-10-01
studio,H25-2804,9,True,1,2024-10-01
studio,H25-2304,9,True,1,2024-10-01
studio,H25-3104,1,True,1,2024-10-01
studio,H25-0404,9,True,1,2024-10-01
studio,H25-2704,9,True,1,2024-10-01
studio,H25-0704,9,True,1,2024-10-01
studio,H25-2404,9,True,1,2024-10-01
studio,H25-2904,9,True,1,2024-10-01
studio,H25-3304,9,True,1,2024-10-01
studio,H25-4904,9,True,1,2024-10-01
studio,H25-5104,1,True,1,2024-10-01
studio,H25-3401,9,True,1,2024-10-01
studio,H25-2601,9,True,1,2024-10-01
studio,H25-2301,9,True,1,2024-10-01
1br,H25-5312,0,False,1,2024-10-02
1br,H25-4117,1,True,1,2024-10-02
1br,H25-5117,1,True,1,2024-10-02
1br,H25-5217,1,True,1,2024-10-02
1br,H25-2605,0,False,1,2024-10-02
2br,H25-4909,0,False,1,2024-10-02
2br,H25-3209,1,True,1,2024-10-02
studio,H25-4713,0,False,1,2024-10-02
studio,H25-4413,1,True,1,2024-10-02
studio,H25-2011,0,False,1,2024-10-02
studio,H25-3404,1,False,1,2024-10-02
1br,H25-5003,9,True,1,2024-10-02
1br,H25-1015,9,True,1,2024-10-02
1br,H25-1615,9,True,1,2024-10-02
1br,H25-1915,9,True,1,2024-10-02
1br,H25-2215,9,True,1,2024-10-02
1br,H25-0405,9,True,1,2024-10-02
1br,H25-5412,9,True,1,2024-10-02
1br,H25-5512,9,True,1,2024-10-02
1br,H25-1409,9,True,1,2024-10-02
1br,H25-1609,9,True,1,2024-10-02
1br,H25-2517,9,True,1,2024-10-02
1br,H25-2717,9,True,1,2024-10-02
1br,H25-2817,9,True,1,2024-10-02
1br,H25-3517,9,True,1,2024-10-02
1br,H25-4017,9,True,1,2024-10-02
1br,H25-4217,9,True,1,2024-10-02
1br,H25-4317,9,True,1,2024-10-02
1br,H25-4717,9,True,1,2024-10-02
1br,H25-5017,9,True,1,2024-10-02
1br,H25-5317,9,True,1,2024-10-02
1br,H25-3004,9,True,1,2024-10-02
1br,H25-1113,9,True,1,2024-10-02
1br,H25-1213,9,True,1,2024-10-02
1br,H25-2113,9,True,1,2024-10-02
1br,H25-2313,9,True,1,2024-10-02
1br,H25-2413,9,True,1,2024-10-02
1br,H25-1512,9,True,1,2024-10-02
1br,H25-1612,9,True,1,2024-10-02
1br,H25-1812,9,True,1,2024-10-02
1br,H25-2712,9,True,1,2024-10-02
1br,H25-2812,9,True,1,2024-10-02
1br,H25-3012,9,True,1,2024-10-02
1br,H25-4512,9,True,1,2024-10-02
1br,H25-2405,9,True,1,2024-10-02
1br,H25-2705,9,True,1,2024-10-02
1br,H25-2805,9,True,1,2024-10-02
1br,H25-2905,9,True,1,2024-10-02
1br,H25-1116,9,True,1,2024-10-02
1br,H25-1216,9,True,1,2024-10-02
1br,H25-1416,9,True,1,2024-10-02
1br,H25-1516,9,True,1,2024-10-02
1br,H25-1616,9,True,1,2024-10-02
1br,H25-1816,9,True,1,2024-10-02
1br,H25-2816,9,True,1,2024-10-02
1br,H25-2916,9,True,1,2024-10-02
1br,H25-3016,9,True,1,2024-10-02
1br,H25-4502,9,True,1,2024-10-02
1br,H25-1002,9,True,1,2024-10-02
1br,H25-2002,9,True,1,2024-10-02
1br,H25-2402,9,True,1,2024-10-02
1br,H25-2802,9,True,1,2024-10-02
2br,H25-5211,9,True,1,2024-10-02
2br,H25-4211,9,True,1,2024-10-02
2br,H25-4311,9,True,1,2024-10-02
2br,H25-3703,9,True,1,2024-10-02
2br,H25-4203,9,True,1,2024-10-02
2br,H25-3409,9,True,1,2024-10-02
2br,H25-3509,9,True,1,2024-10-02
2br,H25-3609,9,True,1,2024-10-02
2br,H25-4209,9,True,1,2024-10-02
2br,H25-4409,9,True,1,2024-10-02
2br,H25-4809,9,True,1,2024-10-02
2br,H25-5303,9,True,1,2024-10-02
2br,H25-5401,9,True,1,2024-10-02
2br,H25-5501,9,True,1,2024-10-02
2br,H25-3614,9,True,1,2024-10-02
2br,H25-3714,9,True,1,2024-10-02
2br,H25-3814,9,True,1,2024-10-02
2br,H25-3914,9,True,1,2024-10-02
2br,H25-4014,9,True,1,2024-10-02
2br,H25-1618,9,True,1,2024-10-02
2br,H25-2418,9,True,1,2024-10-02
2br,H25-2818,9,True,1,2024-10-02
2br,H25-3218,9,True,1,2024-10-02
2br,H25-4118,9,True,1,2024-10-02
2br,H25-4818,9,True,1,2024-10-02
2br,H25-5018,9,True,1,2024-10-02
2br,H25-5318,9,True,1,2024-10-02
2br,H25-5418,9,True,1,2024-10-02
2br,H25-1514,9,True,1,2024-10-02
2br,H25-1614,9,True,1,2024-10-02
2br,H25-4206,9,True,1,2024-10-02
2br,H25-4405,9,True,1,2024-10-02
2br,H25-0807,9,True,1,2024-10-02
2br,H25-1607,9,True,1,2024-10-02
2br,H25-1707,9,True,1,2024-10-02
2br,H25-2207,9,True,1,2024-10-02
2br,H25-3007,9,True,1,2024-10-02
2br,H25-5015,9,True,1,2024-10-02
2br,H25-5615,9,True,1,2024-10-02
2br,H25-3915,9,True,1,2024-10-02
2br,H25-4215,9,True,1,2024-10-02
2br,H25-4711,9,True,1,2024-10-02
3br,H25-4914,9,True,1,2024-10-02
3br,H25-5514,9,True,1,2024-10-02
3br,H25-5614,9,True,1,2024-10-02
3br,H25-1508,9,True,1,2024-10-02
3br,H25-1808,9,True,1,2024-10-02
3br,H25-2408,9,True,1,2024-10-02
3br,H25-2808,9,True,1,2024-10-02
3br,H25-3008,9,True,1,2024-10-02
studio,H25-3302,9,True,1,2024-10-02
studio,H25-3702,9,True,1,2024-10-02
studio,H25-2306,9,True,1,2024-10-02
studio,H25-5516,9,True,1,2024-10-02
studio,H25-4213,9,True,1,2024-10-02
studio,H25-2911,9,True,1,2024-10-02
studio,H25-2210,9,True,1,2024-10-02
studio,H25-2310,9,True,1,2024-10-02
studio,H25-2710,9,True,1,2024-10-02
studio,H25-2810,9,True,1,2024-10-02
studio,H25-2910,9,True,1,2024-10-02
studio,H25-1204,9,True,1,2024-10-02
studio,H25-1504,9,True,1,2024-10-02
studio,H25-2604,9,True,1,2024-10-02
studio,H25-4004,9,True,1,2024-10-02
studio,H25-4204,9,True,1,2024-10-02
studio,H25-4304,9,True,1,2024-10-02
studio,H25-0701,9,True,1,2024-10-02
studio,H25-2501,9,True,1,2024-10-02
studio,H25-2701,9,True,1,2024-10-02
studio,H25-4901,9,True,1,2024-10-02
studio,H25-1103,9,True,1,2024-10-02
studio,H25-2003,9,True,1,2024-10-02
studio,H25-2803,9,True,1,2024-10-02
2br,H25-3503,9,True,1,2024-10-02
2br,H25-3309,9,True,1,2024-10-02
2br,H25-4309,9,True,1,2024-10-02
2br,H25-5109,9,True,1,2024-10-02
2br,H25-5503,9,True,1,2024-10-02
2br,H25-5603,9,True,1,2024-10-02
2br,H25-5301,9,True,1,2024-10-02
2br,H25-3214,9,True,1,2024-10-02
2br,H25-3314,9,True,1,2024-10-02
2br,H25-1518,9,True,1,2024-10-02
2br,H25-1718,9,True,1,2024-10-02
2br,H25-2118,9,True,1,2024-10-02
2br,H25-4518,9,True,1,2024-10-02
2br,H25-2314,9,True,1,2024-10-02
2br,H25-3306,9,True,1,2024-10-02
2br,H25-4805,9,True,1,2024-10-02
2br,H25-5205,9,True,1,2024-10-02
2br,H25-1007,9,True,1,2024-10-02
2br,H25-1207,9,True,1,2024-10-02
2br,H25-2107,9,True,1,2024-10-02
2br,H25-2907,9,True,1,2024-10-02
2br,H25-3415,9,True,1,2024-10-02
2br,H25-4115,9,True,1,2024-10-02
2br,H25-4511,9,True,1,2024-10-02
2br,H25-4911,9,True,1,2024-10-02
3br,H25-4414,9,True,1,2024-10-02
3br,H25-5014,9,True,1,2024-10-02
3br,H25-2708,9,True,1,2024-10-02
3br,H25-2908,9,True,1,2024-10-02
studio,H25-2506,9,True,1,2024-10-02
studio,H25-2706,9,True,1,2024-10-02
studio,H25-3316,9,True,1,2024-10-02
studio,H25-3416,9,True,1,2024-10-02
studio,H25-4216,9,True,1,2024-10-02
studio,H25-4816,9,True,1,2024-10-02
studio,H25-5116,9,True,1,2024-10-02
studio,H25-5216,9,True,1,2024-10-02
studio,H25-5316,9,True,1,2024-10-02
studio,H25-3313,9,True,1,2024-10-02
studio,H25-3513,9,True,1,2024-10-02
studio,H25-3613,9,True,1,2024-10-02
studio,H25-4013,9,True,1,2024-10-02
studio,H25-4513,9,True,1,2024-10-02
studio,H25-4913,9,True,1,2024-10-02
studio,H25-5013,9,True,1,2024-10-02
studio,H25-5313,9,True,1,2024-10-02
studio,H25-5513,9,True,1,2024-10-02
studio,H25-5613,9,True,1,2024-10-02
studio,H25-1211,9,True,1,2024-10-02
studio,H25-1511,9,True,1,2024-10-02
studio,H25-1210,9,True,1,2024-10-02
studio,H25-1410,9,True,1,2024-10-02
studio,H25-1510,9,True,1,2024-10-02
studio,H25-1610,9,True,1,2024-10-02
studio,H25-1910,9,True,1,2024-10-02
studio,H25-2610,9,True,1,2024-10-02
studio,H25-1604,9,True,1,2024-10-02
studio,H25-3904,9,True,1,2024-10-02
2br,H25-3403,1,True,1,2024-10-02
2br,H25-3906,1,False,1,2024-10-02
1br,H25-1109,9,True,1,2024-10-02
1br,H25-1209,9,True,1,2024-10-02
1br,H25-3717,9,True,1,2024-10-02
1br,H25-2213,9,True,1,2024-10-02
1br,H25-2513,9,True,1,2024-10-02
1br,H25-2613,9,True,1,2024-10-02
1br,H25-1412,9,True,1,2024-10-02
1br,H25-1912,9,True,1,2024-10-02
1br,H25-2012,9,True,1,2024-10-02
1br,H25-5601,9,True,1,2024-10-02
1br,H25-0605,9,True,1,2024-10-02
1br,H25-2216,9,True,1,2024-10-02
1br,H25-0602,9,True,1,2024-10-02
studio,H25-3601,9,True,1,2024-10-02
studio,H25-1801,9,True,1,2024-10-02
studio,H25-2101,9,True,1,2024-10-02
studio,H25-4801,9,True,1,2024-10-02
studio,H25-5001,9,True,1,2024-10-02
studio,H25-1003,9,True,1,2024-10-02
studio,H25-1903,9,True,1,2024-10-02
studio,H25-2703,9,True,1,2024-10-02
studio,H25-2903,9,True,1,2024-10-02
1br,H25-2412,9,True,1,2024-10-02
studio,H25-2103,9,True,1,2024-10-02
2br,H25-1814,9,True,1,2024-10-02
2br,H25-3106,1,False,1,2024-10-02
1br,H25-2116,9,True,1,2024-10-02
studio,H25-4416,9,True,1,2024-10-02
1br,H25-3112,9,True,1,2024-10-02
1br,H25-2112,1,True,1,2024-10-02
2br,H25-3809,0,False,1,2024-10-02
2br,H25-5105,0,False,1,2024-10-02
2br,H25-3615,0,False,1,2024-10-02
studio,H25-3501,1,True,1,2024-10-02
1br,H25-3512,9,True,1,2024-10-02
1br,H25-4312,9,True,1,2024-10-02
1br,H25-4703,9,True,1,2024-10-02
1br,H25-4903,9,True,1,2024-10-02
1br,H25-1009,9,True,1,2024-10-02
1br,H25-1509,9,True,1,2024-10-02
1br,H25-1013,9,True,1,2024-10-02
1br,H25-2713,9,True,1,2024-10-02
1br,H25-1012,9,True,1,2024-10-02
1br,H25-2612,9,True,1,2024-10-02
1br,H25-4412,9,True,1,2024-10-02
1br,H25-1016,9,True,1,2024-10-02
1br,H25-1916,9,True,1,2024-10-02
1br,H25-1902,9,True,1,2024-10-02
1br,H25-1102,9,True,1,2024-10-02
1br,H25-1402,9,True,1,2024-10-02
2br,H25-3603,9,True,1,2024-10-02
2br,H25-3803,9,True,1,2024-10-02
2br,H25-3709,9,True,1,2024-10-02
2br,H25-3909,9,True,1,2024-10-02
2br,H25-4509,9,True,1,2024-10-02
2br,H25-5209,9,True,1,2024-10-02
2br,H25-3514,9,True,1,2024-10-02
2br,H25-4114,9,True,1,2024-10-02
2br,H25-4214,9,True,1,2024-10-02
2br,H25-2718,9,True,1,2024-10-02
2br,H25-1914,9,True,1,2024-10-02
2br,H25-3206,9,True,1,2024-10-02
2br,H25-3706,9,True,1,2024-10-02
2br,H25-4705,9,True,1,2024-10-02
2br,H25-4915,9,True,1,2024-10-02
2br,H25-4315,9,True,1,2024-10-02
2br,H25-3515,9,True,1,2024-10-02
2br,H25-3715,9,True,1,2024-10-02
2br,H25-5011,9,True,1,2024-10-02
2br,H25-5111,9,True,1,2024-10-02
3br,H25-1608,9,True,1,2024-10-02
studio,H25-3902,9,True,1,2024-10-02
studio,H25-4302,9,True,1,2024-10-02
studio,H25-1706,9,True,1,2024-10-02
studio,H25-3916,9,True,1,2024-10-02
studio,H25-4716,9,True,1,2024-10-02
studio,H25-3213,9,True,1,2024-10-02
studio,H25-1911,9,True,1,2024-10-02
studio,H25-2411,9,True,1,2024-10-02
studio,H25-1010,9,True,1,2024-10-02
studio,H25-1710,9,True,1,2024-10-02
studio,H25-2110,9,True,1,2024-10-02
studio,H25-1404,9,True,1,2024-10-02
studio,H25-4804,9,True,1,2024-10-02
studio,H25-4201,9,True,1,2024-10-02
studio,H25-4301,9,True,1,2024-10-02
studio,H25-2901,9,True,1,2024-10-02
studio,H25-0601,9,True,1,2024-10-02
studio,H25-1401,9,True,1,2024-10-02
studio,H25-2401,9,True,1,2024-10-02
studio,H25-2801,9,True,1,2024-10-02
studio,H25-1203,9,True,1,2024-10-02
studio,H25-2303,9,True,1,2024-10-02
1br,H25-5417,9,True,1,2024-10-02
1br,H25-4012,1,True,1,2024-10-02
2br,H25-2607,1,True,1,2024-10-02
studio,H25-3802,1,True,1,2024-10-02
studio,H25-3804,0,False,1,2024-10-02
studio,H25-4104,1,True,1,2024-10-02
studio,H25-3801,1,False,1,2024-10-02
1br,H25-3712,9,True,1,2024-10-02
1br,H25-4212,9,True,1,2024-10-02
1br,H25-1115,9,True,1,2024-10-02
1br,H25-1215,9,True,1,2024-10-02
1br,H25-1415,9,True,1,2024-10-02
1br,H25-1515,9,True,1,2024-10-02
1br,H25-2015,9,True,1,2024-10-02
1br,H25-1709,9,True,1,2024-10-02
1br,H25-1809,9,True,1,2024-10-02
1br,H25-1909,9,True,1,2024-10-02
1br,H25-2009,9,True,1,2024-10-02
1br,H25-2109,9,True,1,2024-10-02
1br,H25-2409,9,True,1,2024-10-02
1br,H25-2509,9,True,1,2024-10-02
1br,H25-2709,9,True,1,2024-10-02
1br,H25-3017,9,True,1,2024-10-02
1br,H25-3217,9,True,1,2024-10-02
1br,H25-3817,9,True,1,2024-10-02
1br,H25-3917,9,True,1,2024-10-02
1br,H25-5617,9,True,1,2024-10-02
1br,H25-1913,9,True,1,2024-10-02
1br,H25-1712,9,True,1,2024-10-02
1br,H25-2212,9,True,1,2024-10-02
1br,H25-2312,9,True,1,2024-10-02
1br,H25-2512,9,True,1,2024-10-02
1br,H25-4712,9,True,1,2024-10-02
1br,H25-4812,9,True,1,2024-10-02
1br,H25-4912,9,True,1,2024-10-02
1br,H25-0505,9,True,1,2024-10-02
1br,H25-1105,9,True,1,2024-10-02
1br,H25-2416,9,True,1,2024-10-02
1br,H25-2516,9,True,1,2024-10-02
1br,H25-4402,9,True,1,2024-10-02
1br,H25-4602,9,True,1,2024-10-02
1br,H25-5102,9,True,1,2024-10-02
1br,H25-0702,9,True,1,2024-10-02
1br,H25-0802,9,True,1,2024-10-02
1br,H25-1202,9,True,1,2024-10-02
1br,H25-1502,9,True,1,2024-10-02
1br,H25-1602,9,True,1,2024-10-02
1br,H25-1702,9,True,1,2024-10-02
1br,H25-2202,9,True,1,2024-10-02
1br,H25-2502,9,True,1,2024-10-02
1br,H25-2602,9,True,1,2024-10-02
1br,H25-2702,9,True,1,2024-10-02
1br,H25-2902,9,True,1,2024-10-02
2br,H25-3911,9,True,1,2024-10-02
2br,H25-3511,9,True,1,2024-10-02
2br,H25-4003,9,True,1,2024-10-02
2br,H25-4109,9,True,1,2024-10-02
2br,H25-5009,9,True,1,2024-10-02
2br,H25-3114,9,True,1,2024-10-02
2br,H25-3414,9,True,1,2024-10-02
2br,H25-5511,9,True,1,2024-10-02
